,Username,Date,Score,Review,Deviation from the Mean
131,isabela.,2023/02/06,5.0,"Que historia tan hermosa. Tiene todo lo que se necesita para robarte la atención y el corazón. Es increíble como en tan solo 10 capítulos de 10 minutos lograron contar una travesía que me hizo llorar al final.  Aunque me quedé con varias dudas y teorías formadas por mi cabeza, me da la sensación que no importa cuantas veces llegue a ver esta serie en el futuro siempre encontraré pequeños detalles que alimenten a este mundo un poco más. Me gustaría ampliamente recomendar esta serie a todo aquel que disfrute de los viejos cuento de hadas. Es sensacional.",0.31
132,matthewcutchen,2021/06/13,4.0,"Such relaxed and wholesome creepiness and existentialism.   Legitimately felt like those animated characters were making the whole thing up on the spot.  Not a huge fan of super on-the-nose self-aware “genre savvy” jokes. Maybe if I had watched it when it came out back in 2014 I would have liked that aspect more, but at this point that’s feeling a little played out. Still overall really enjoyed it.   Something I did love was how they kept subverting villain tropes. And Greg. Greg was hilarious.  Definitely one of those “movies i can’t believe exist but i’m so glad they do”.",0.69
133,cookie,2021/10/26,5.0,finally got to show it to regina ! homemade cider + apple cider donuts + pumpkin oatmeal raisin cookies ! a fun one to watch with friends who both have + havent seen this one before,0.31
134,🌻 lindsay 🌻,2021/10/17,5.0,finally feels like fall babey!!!!! Let’s go burgle some turts!!!!!!!!!!,0.31
135,ZombieTrex,2020/10/03,5.0,"I remember, way back when, in my Lady Bird review, I talked about how the film really didn’t have as much of an impact on me as it did other people, because I was the exact opposite of the main character, and thus, I didn’t really relate with her struggles as much. Over the Garden Wall, on the other hand, feels like it took my life and made it into a miniseries set in a mystical, eerie world, and because…",0.31
136,Abby,2023/10/02,5.0,"The reveal of Jason Funderberker, iconic.",0.31
137,gabriel guimarães?,2015/11/26,5.0,"This ended. I'm broken, sad and lost... It was brilliant. Funny, stepped in folklore and mystery, memorable, melancholic, perfect. The characters were some of the most human and richly developed I've seen, even if one is a bluebird.   I do believe it's a perfect piece of entertainment and the best thing Cartoon Network has ever done.",0.31
138,Gino,2020/10/31,5.0,Does October even exist if I go through it without watching Over the Garden Wall?  Short Answer:  No.  Long Answer:  Noooooooooooooooooooooooooooo.,0.31
139,Lucy 🏳️‍⚧️ 🏳‍🌈,2023/10/23,4.5,"Spooky Lucy Season 2023: ""Over the Garden Wall""  Peak Autumn cinema right here.  Unending in its old-timey New England coziness and plays out like a half-remembered daydream.  Full of irreverence and hazy set pieces that seep into your bone marrow and last for a lifetime, imbued with a childlike fascination of folktales that's as wondrous as it is foreboding.  An absolute seasonal classic in every respect.",0.19
140,michelle grondine,2022/10/08,5.0,fred the horse: the-bling-ring-emma-watson.gif   left sitting here in tears. what a masterpiece. so stunning from art to symbolism to humor to character growth to the overarching plot and little mini episodic tales being balanced to absolute bite-sized perfection. a new all-time favorite i can see myself rewatching every fall.,0.31
141,jaewon,2022/04/19,4.5,"“Kitty! Kitty? Now, where did that frog named ‘Kitty’ go?”  Something about these two brothers in this dusty autumn lost in the deep parts of some magical woods instills this wondrous sense of joy in me. Maybe its the random musical moments, the atmosphere that smells like thanksgiving, or the series of honest and empathetic glimpses of hope and fear from the lens of an awkward teenager and a bundle of optimism kid, but each short episode is about as…",0.19
142,transfeminine frankenstein,2021/10/21,3.0,"At a certain point I got really, really tired of watching children's cartoons. There was definitely a good bit in Obama's second term where I got swept up by, like, Steven Universe like a lot of other people old enough to drink did, as around this time Cartoon Network entered a triumphant new era of novel and interesting animation. Over the Garden Wall, a much-beloved modern classic to a lot of people, was a product of this era, and an…",1.69
143,Jack Moulton,2020/10/28,4.5,Is there any film or show more appropriate for the last week of October? A rhetorical question.,0.19
144,Taylor Leverage,2023/12/21,5.0,"Greg is TV's #1 cinnamon roll. I would die for this kid wearing an upside-down teapot on his head.   Lifetime film #5,000, per Letterboxd, and it's appropriately not even actually a film. Over the Garden Wall is such a perfect balance of tone, playing the dangerous, dark unknown against the wholesome warmth of brotherhood and friendship. It's got high fantasy and modern-day components (it's kind of a whimsical version of M. Night Shyamalan's The Village; controversial take, I know), but…",0.31
145,Brett Schutt,2017/09/02,5.0,"Cartoonnetwork has a long history with up and downs with their network. Right now, all they care to do is replay episodes of Teen Titians Go, but hopefully that phase will go away. Just only 3 years ago they decided to release this weird, beautiful and ambitious 10 episode short series to the air, showing they really truly still did care about animation as an artform, and how it could make kids think more about themselves (and possibly give them…",0.31
146,Chris,2024/01/03,3.5,gregory is the real badass,1.19
147,lily,2022/11/09,4.5,"""You'd be no good to your brother dead."" ""I was never any good to him alive either.""  WIRT, MY MAN !! i love eternally stressed cartoon boys. this just reinforced my love for elijah wood, cartoon network and autumnal media",0.19
148,Lizzy Deane,2020/09/13,4.0,August is over And I’m breathing in  Everything  I don’t remember Last year But I remember I was alive  That lake was too calm Those woods were too quiet The unknown was nothing  August is over And I’m going back.,0.69
149,Griffin,2022/12/30,5.0,Feeling like a total schmuck for letting another year go by without trying molasses on my potatoes,0.31
150,Nicole 🏳️‍🌈🏳️‍⚧️,2020/10/11,4.5,"How it took me like six years to watch this is beyond me, but hey, glad I finally watched it for spooky month. This was some gooood shit.  Elijah Wood, please narrate my life.",0.19
151,Freyr,2018/03/19,4.5,"Eerie, funny, charming. A gorgeous piece of animation with a wonderful score. Took me too long to finally watch it honestly. Would love to see more like it.",0.19
153,ZombieTrex,2022/10/02,5.0,"Over the Garden Wall is often categorized as a story about death, and while the themes of mortality remain one of its most prominent aspects, I want to make the case that the show is also about life. It’s about being confronted with death and learning how to move on without regrets. It’s about realizing harsh realities, but remaining determined in spite of that. To put it simply, it’s about kids who come very close to death through the dangers…",0.31
154,lisa,2023/06/23,4.0,"“i guess the world really is as sweet as potatoes and molasses.""  i loved this! so sweet, spooky and beautiful. wonderfully animated, i adored this 🫶",0.69
155,CinePhil,2023/01/28,4.5,"Son and I cannot wait to watch this again, had such a fun time  (Poor Elijah Wood being type casted as a partnered adventurer)",0.19
156,Liam,2024/06/09,4.5,Episode 1: 8/10 that dog was nightmare fuel.   Episode 2: 8/10 I thought that dog was night mare fuel. That pumpkin giant was terrifying.  Episode 3: 9/10 banger comedy and an actual banger in “potatoes and molasses”.   Episode 4: 8/10 first look at the beast and it did not disappoint. Definitely giving adventure time and gravity falls vibes but more eerie tbh.   Episode 5: 6/10 the comedy wasn’t hitting the same and the vibe wasn’t like the last 4 episodes. …,0.19
157,4ntun,2024/02/02,5.0,"Wirt, you can do anything if you set your mind to it.  A fable of compassion and a triumph of imagination. Two lost boys wandering the Unknown, a talking bluebird accompanying them, an old woodsman guarding the light of life and the Beast singing their requiem, every day and every night. A must watch.",0.31
158,EccyReviews,2023/07/03,4.5,"Potato’s and Molasses.Best Song Ever!!!  I just Binged the Hell out of this and I loved every minute. Greg is 100% my favourite character was in hysterics ever second he was on the screen. The story is so deep talking about death,friendship and love and Cartoon Network are incredible with their animation. Each episode was important to the show and I loved how Wirt and Greg had effects on every character they interacted with. I highly recommend this if you get the chance as you will have a blast.  👏👏🌲🥔❤️😂🐸🐦🏮🎥🎥",0.19
159,Alex,2022/03/30,5.0,"I can't quite articulate why this means so much to me. But I strongly urge you to give this a go if you haven't seen it, and it looks like your thing. Such a delight, with top-notch charm and atmosphere, and so many wonderful plotlines packed into the surprisingly short episodes. Each character is rendered with mounds of care, as is each fantastical place they find themselves on their journey. I'd like to rewatch this and think on the ending…",0.31
160,brynn helena,2021/10/24,5.0,had to watch this one more time over before october ends ❤️ greg & wirt ultimate comfort characters,0.31
161,aya,2022/12/01,5.0,wirt and beatrice are canon !!!! (in my head),0.31
163,Jeff,2020/01/14,5.0,ABSOLUTELY DELIGHTFUL. Can every animated movie look like this please? 🥺,0.31
164,DoodleBarb,2024/06/03,3.5,Greg is so me,1.19
165,Santi Saw the TV Glow,2023/10/11,5.0,"This was a lovely watch!   I only watched three episodes before and I got bored with it, but after watching it with the fellow patrons of House of Cinema, it’s one of the best animated shows I’ve ever watched from Cartoon Network. Now, Regular Show and Adventure Time are my all-time favs, but within the series’ 10 episodes that are a breezy 10 min. each, it’s carried by it’s creepy atmosphere, creative and compelling characters and original narrative with complex themes of brotherhood, growing up, and in search of determination.  I love Over the Garden Wall and that’s a ROCK FACT!",0.31
166,Dhai,2023/05/30,5.0,Honestly if everyone was just like gregory war wouldn’t exist maybe just chaos,0.31
167,Cinema Language,2021/10/03,4.5,"Well this was absolutely delightful 😍  Genuinely a film (or show) that has made the second half of my day infinitely better. I can’t even describe what part of this works this well, almost like magic. It’s genuinely hilarious, cute, exciting and even poignant. A show about not being enough, about being afraid of the world, about coming home. Endlessly displaying an effortless creativity through its beautiful scenarios and even more beautiful visuals that almost transcend the medium of animated kids’ shows. Perfect watch for the season.",0.19
168,Nolio,2021/01/03,4.0,"Adventurous and full of heart, Over the Garden Wall is a sweet miniseries created by Cartoon Network. The series is basically about two lost brothers trying to find their way home. Along the way, they encounter all kinds of strange people, things and locations. This series clocks in at about 110 minutes, making it an extremely short watch. The length of the series along with its brilliant little contents had me longing for even more episodes shortly after I finished…",0.69
169,Bethan 💀,2019/10/03,5.0,"scavenger hunt 55 | task 3  Ain't that just the way.  Watching this with a snuggly blanket and a pumpkin-vanilla scented candle has made me so autumnal, plus I relate to Greg in 98% of daily situations.",0.31
171,Robert,2015/04/27,3.5,In the Aeroplane Over the Garden Wall,1.19
172,the sam,2023/08/23,5.0,"Grow, tiny seed You are called to the trees Rise till your leaves fill the sky Until your sighs fill the air in the night Lift your mighty limbs And give praise to the fire",0.31
173,MattLovesMovies,2022/10/29,5.0,"This is 1/1. There is nothing like this. It’s like Spirited Away if it were more American, entirely more absurd and set in everyone’s agreed upon perfect idea of Autumn but even then it’s still so much more indescribable than that. It’s legitimately some of the most out-there, left field shit I’ve ever seen.   The horse likes to steal/10",0.31
175,karol,2024/04/25,4.5,comfort for4ver <3  frog names ranked:  1. george washington 2. ronald 3. benjamin franklin 4. doctor cucumber 5. mr. president 6. jason funderburker 7. kitty 8. wirt jr. 9. skipper 10. greg jr.,0.19
176,Ziyad,2024/01/27,5.0,so you’re telling me that this shit was supposed to be for kids!!,0.31
177,Johnny2Cellos,2022/09/20,5.0,I’ll probably end up watching this 2 or 3 more times this year,0.31
178,Kibriya⚡,2021/05/29,3.0,"Kay, no offense but I mean it was good 10 episodes of 11 minutes mere dumb cute cartoon, but this is too overrated in letterboxd. Even in IMDb.  Please don't hate me.  PS Greg is just too cute",1.69
180,Brody Brittain,2021/11/30,5.0,Ain't that just the way :),0.31
181,angie,2021/08/17,4.5," kicking myself for not seeing this sooner, and in fact missing it when i was in foster care. what a fantastic story here, what a fantastic story  part of what made it so compelling to me was its pointed reliance on early modern and archaic themes despite its often modern-modern style of storytelling (and setting!). the way it's told is for the most part quite actually episodic, in a Moll Flanders sort of sense. the actual direction of the journey…",0.19
182,Henry,2023/10/21,5.0,A masterclass in world building and character writing. Finds the perfect balance of whimsy and creepiness to make such a perfect experience that leaves you wanting more.,0.31
183,DreamScape40,2022/03/08,3.5,Finally got around finishing this little series. Little boy Gregory made me chuckle with his cute humor. Nice series with some fun tunes.  🌲🍂🌲🌨,1.19
184,𝒌𝒂𝒍𝒆𝒃,2021/10/06,5.0,"The fall season simply doesn't start until you've watched this miniseries, that's a rock fact!   Equal parts funny, charming, spooky, and emotionally moving, Over Garden the Wall remains one of my absolute favourite animated series of all time. Not only is it a joy to watch because of the great 2D animation art-style and lovable characters, it's also fun to pick up on underlying themes and piece things together on your own, as the narrative never overtells. A must-see for everyone young and old! _________ (watch 4/27 for spooktober )",0.31
185,Noah Thompson,2022/05/04,4.0,"And that's a rock fact. SERIES REVIEW  One of those things where I had heard so much about it beforehand, and I knew I would absolutely like it, I just had to eventually press play. About the fastest hour and fifty minutes or so I've had pass by as of late, and even if I don't think it's perfect, it's absolutely a feat of modern televised animation. Cartoon Network should be damn proud of it. Over the Garden Wall does…",0.69
186,Zach,2021/10/20,5.0,"You may be seeing this review and thinking, “wow, I cannot believe he watched this again, he’s already seen it 3 times since September 28th”  And you’d be wrong, I’ve seen it 9 times since September, I just haven’t logged the other 6.   Look, Over the Garden Wall is probably my favourite piece of fiction ever, maybe second only to Inside Llewyn Davis. It’s also the ultimate comfort watch, so I just put it on whenever I’m not feeling great,…",0.31
187,Clobby,2021/10/13,4.0,"*Joyful sigh.*  “Over the Garden Wall.”  I love animation. The way it bends and threatens to transform into different shapes. The distinct art styles and unique interpretations of reality. It allows us to see things reality won’t let us, either because it’s difficult to see or impossible. I love it all.  It’s the spooky season, and what better way to start it off than by watching a spooky little animated series? A friend o’ mine told me about “Over the…",0.69
188,TheCultureShocker,2021/10/09,5.0,"One of the best things I've ever seen.  EVERYTHING is perfect in this. The voice acting, the gorgeous animation, the score, how dark yet wholesome it is, just everything. I get choked up every time I come back to it and watching it again this year hit harder than it ever has for me.  The music and the way it looks are key here. This might be my all-time favorite cartoon to watch around autumn because it just oozes the…",0.31
189,thelistislife42,2020/09/27,4.5,9/10 Oh absolutely. Autumn and its seasonal vibes are literally the fucking best thing in the world.,0.19
190,gravityfalling,2020/05/31,4.5,"Watching Over the Garden Wall brings back very specific memories of going on a run at a new trail, a day after the rain, taking in all the smells, and discovering a new place.",0.19
191,SmackleSmores,2024/06/03,3.5,Very cute with a great animation style to it. I just wish it was a tad longer as I didn't really connect to it that much. Still expertly made with love that you can see all throughout,1.19
192,Danzel Vaughn,2020/03/24,4.5,cartoon network knocks on criterion’s door.,0.19
193,savanah,2024/06/13,5.0,"haven’t watched this in a decade and i’m completely blown away by how well it holds up. the ending gave me the most intense goosebumps ever.  christopher lloyd is so great in this i can’t even put it into words, one of my favourite voice acting performances ever.",0.31
194,Kunga Sagar,2022/02/12,4.5,"A beneficial viewing experience after a riveting yet brutal rewatch of True Detective season 1 (darkest show I’ve seen, either that or the later Sopranos seasons). Elijah Wood and Collin Dean’s voiceover performances are riveting, making me care about Wirt and Greg on a level I didn’t expect. Granted, a lot of that is the killer writing, particularly the ninth episode (I’m a sucker for late-in-the-game backstories that change the perception of the journey, ala Snape in Deathly Hallows: Part…",0.19
195,robyn,2023/10/31,5.0,I read that they had to cut this down from 10 eps because of budget constraints and I think about those lost episodes all the time but also has anything ever just flowed so perfectly for just the right amount of time?,0.31
196,sage,2023/10/03,5.0,happy october! time for me to go wander the beautiful autumnal woods and embark on whimsical adventures while learning about friendship and bravery and love!,0.31
197,cailyn,2022/09/03,5.0,I loved this. that’s a rock fact.,0.31
198,TheCultureShocker,2021/10/15,5.0,"This is only gonna rise on my favorite movies list, isn't it?  Autumn is by far my favorite time of year and this is the perfect film to watch when the leaves start to change color. This is the third time I've seen it this month and I doubt it'll be my last.",0.31
199,protolexus,2021/04/11,5.0,My love for this is as deep as the ocean and thick as blood. A classic fairytale with modern humor and nods to traditional fairytales. During the frog ferry boat I nearly swooned into a coma.,0.31
200,niamh 🧃,2021/01/17,5.0,this was such a cute series i love the art style and the soundtrack so so much also i love greg and his songs he’s adorable <3,0.31
201,Jaxi,2020/11/15,5.0,"did i already rewatch this? im mentally ill, what do u think",0.31
202,Leighton Trent,2020/11/10,4.5,"It is rare to find this kind of magic before our eyes. And I honestly don't know how I had not set my eyes upon it until now.  An instant favorite and Halloween staple for the future.       Started: November 5, 2020 Finished: November 10, 2020",0.19
203,Jake Rosenberg,2020/10/05,4.5,"Pure joy, Greg is a 10/10 character",0.19
204,Andi 💓,2020/07/21,4.0,This is what my children are going to grow up with,0.69
205,Jeffrey Overstreet,2018/12/04,4.5,"Since this is catalogued on Letterboxd, I feel compelled to archive it as one of the most surprising and satisfying discoveries I've enjoyed in recent years. Its roots reach deep into folklore and fairytales, but it has an absurdist streak that recalls Monty Python, They Might Be Giants, Rosencrantz and Guildenstern Are Dead, and even Fishing With John. I am accustomed to seeing inspired series fizzle out in the end, so the gobsmackingly perfect conclusion to this was a rare…",0.19
206,𝕎𝕚𝕝𝕝𝕖𝕞 (𝕃𝕖𝕠) 𝕧𝕒𝕟 𝕕𝕖𝕣 ℤ𝕒𝕟𝕕𝕖𝕟,2016/10/03,4.0,"I am not really sure what to think of this one. It honestly feels like a real mixed bag.  On one hand I love the mood, the score. I adore the plotlessness and continuous plot twists in almost each and every episode. It evokes a wide range of other animation-styles and legends. Really, the intertextuality in this lovely, little mini-series is beyond comparison. But the thing that holds me back quite a bit are the cartoony characters themselves. I don't…",0.69
207,goobersforguts,2023/09/20,4.5,"Before watching this show: Ugh it's just gonna be a generic ""lost in the woods"" story that people are over hyping. Yeah definitely doesn't seem like something I would be into.  After watching the show: Yeah it kinda was kinda like that for half the show. But the other half. Oh boy the other half. That is a different beast entirely (pun not intended). Yeah I love it. Especially that ending. Just wow. Highly recommend.",0.19
208,anaisabellelc,2023/07/30,5.0,"Não importa quantas vezes eu assista, nunca fica ruim. PERFEITO!",0.31
209,⋆˙⟡♡₊˚⊹. liv .⊹˚₊♡⟡˙⋆,2023/04/03,5.0,my third rewatch and it will never get old  🐸🪺🐦🩵🎃🕯️🌳🐢🫖🤡👻👼🏻🎣⛴️📼✂️🐶,0.31
210,airwreckuh,2021/07/29,5.0," Yeah fuck you, Jason Funderberker.   Okay but woah- this lowkey reminded me of one of my favorite childhood shows, Courage the cowardly dog and I enjoyed this very much.   What an amazing miniseries. Without going into a full analysis of the inspirations and details (of which there are already plenty— I listed a link of a good one below), I feel like a major point has been glossed over in most theories I have read, even here on Letterboxd.   The…",0.31
211,james💫,2020/01/12,4.5,That was adorable,0.19
212,Leonardo C. Tozzo,2023/10/31,5.0,"É uma pérola, com uma aura sinistra em vários momentos, bom demais.",0.31
213,selomeee,2023/10/22,4.5,"annie and i threw the sweetest little gathering last night! menu included: a fall punch that i call the woodsy weho that riffs on a french 75 but adds pear and sage and ginger; a kale and beet salad i could eat by the gallon; a baked brie with honey, rosemary and walnuts; a tortellini soup with roasted tomatoes and mirepoix and beans and parm; and a pumpkin loaf topped with pepitas and chocolate chips.   started with drinks and salad…",0.19
214,SpaghettiNoir,2023/09/15,5.0,"Brings me right back to being eight years old: obsessed with Disney's The Legend of Sleepy Hollow, '80s teen comedies, Clue, The Haunted Mansion, and George Washington's Socks, but about to get into the heavier shit like Stephen King short stories and slasher movies. Honestly, nothing has really changed.  The perfect start to spooky season and Hooptober watching.",0.31
215,robyn,2022/10/01,5.0,A SINGLE SOUL SETS HIS VOICE SINGING CONTENT TO BE SLIGHTLY FOLORN,0.31
216,brynn helena,2022/06/28,5.0,WHY ISN'T IT FALL 🤬🤬🤬🤬🤬,0.31
217,lanie,2021/10/14,5.0,Its this time of year now i waited to rewatch it on the perfect day this is like the best music for anything ive ever heard its so amazing and this whole thing is such a weird little show and i love it so much,0.31
218,Riley 🩸,2018/06/04,4.0,"🎶 oh, potatoes and molasses   if you want some, oh, just ask us   they’re warm and soft like puppies in socks  filed with cream and candy rocks 🎶  never did i expect i would be hooked to this show but wow... need me more dark and spooky mini series like this and great soundtrack that goes off!!",0.69
219,Joyyy,2021/10/02,5.0,"When you watch a show all over again 2 days after first finishing it, you know it's something truly special that will never leave your mind. Top 10 pieces of media of all time I think.",0.31
220,Griffin,2023/11/03,5.0,You already know,0.31
221,soluko,2023/08/20,5.0,I think this might be the greatest thing I’ve ever seen,0.31
222,lily!,2022/10/31,5.0," let's all ignore the fact that I watched the last ep of this show on Nov 1 and not technically in October, but considering I binged the rest of the series for the entire month doing half of the episodes on October 31- I think I get a pass. anyway this show is SO confuddaling, adorable, whimsical, eerie, poignant and captures the energy of childhood enjoyment of Halloween and the seasonal depression that comes with age. Like all of the…",0.31
223,Jeremy Kaplowitz,2021/11/03,5.0,greg is my favorite character in anything in a really long time,0.31
224,aleph beth null,2016/06/15,4.5,"religious views: star, oh, star, up in the sky, guide my path with light that shines. help me know just what to do to get wirt home and also me too. and if you don't, i don't care: i'll pull down your underwear. political views: hold your tongue or i'll remove it from your mouth! do not speak of my daughter. she would not have wished this.  [to greg] ...let's get you free.",0.19
225,kev,2014/11/09,5.0,"Incredible.  This has been a great year for animated films, with the likes of How To Train Your Dragon 2, The Lego Movie, and The Book of Life being standouts. I still have yet to see Big Hero 6, but I hear great things. All of that being said, I think you'd be hard-pressed to find a better animated production this year with Cartoon Network's ten part animated epic, Over the Garden Wall. Split into ten minute chapters, it's a…",0.31
226,Andy Young,2020/10/29,4.5,"Delightful! Almost wish it was a straight up film rather than a ‘mini series’, but this would have a thousand percent been my shit as a kid and I’m glad so many still seem into this.",0.19
227,sophie ౨ৎ,2023/05/14,5.0,started watching : may 5th finished watching : may 14th   omfg. that last episode was just the definition of perfection ☹️☹️,0.31
228,Troy,2022/10/23,5.0,Oh. Oh yeah.,0.31
231,Joyyy,2021/09/30,5.0,"For the first time in quite a while, I'm speechless with a piece of media. It's all over now but my brain is still trying to process everything I just experienced. I'm at the verge of tears. I might be able to put my love for this show into words on the eventual rewatch. I knew I was gonna love this, but still... damn I wasn't ready.",0.31
232,robyn,2021/09/29,5.0,Nobody snitch that you can log this,0.31
233,Zach,2021/09/28,5.0,"So today I was on a walk with my dog while listening to music and I was passing by a forest when Karen Dalton’s “Something On Your Mind” came on. And the combination of the chilly air, the rustic music and the red and orange leaves made me realize something.  It is officially Autumn in this bitch.  So of course, I had to watch something to commentate the occasion, and considering I haven’t seen it it over a year, Over…",0.31
234,Mad,2019/10/08,4.0,"Wholesome, pure, and filled with sugary sweet delight alongside gorgeous animation. What's not to love?",0.69
235,evilbjork,2018/10/03,5.0,Episodes ranked! (FYI even the episode I ranked last I still love a lot. This show as a whole has only grown on me more and more since I've seen it and every moment is charming) 1.Schooltown Follies 2.Into the Unknown 3.Lullaby in Frogland 4.Songs of the Dark Lantern 5.Hard Times at the Huskin' Bee 6.The Old Grist Mill 7.Mad Love 8.The Unknown 9.Babes in the Wood 10.The Ringing of the Bell,0.31
236,rotch,2016/07/22,5.0,"Cuando salió esto la empecé a ver y luego me cambiaron de computadora y la perdí y nunca acabé.   Stranger Things me dejó con la idea de que la miniserie podría ser lo mejor que le haya pasado al género. Y sí, Over the Garde Wall es una de las mejores películas de horror de los últimos años.   He empacado mis maletas y ya me voy a vivir a esta película donde todo es perfecto. No me volverán a ver nunca.",0.31
237,Emma 🔆,2020/01/28,4.5,Decided to take a break from watching my only source of amusement during this flu - Skimbleshanks The Railway Cat - over and over again to find joy in something else and yes I did.   This was yet another thing I’ve put off watching for years and yet again I am a dummy because this was just as whimsically delightful as I thought and I loved it so much,0.19
238,ItsVinsanity,2023/04/08,5.0,The perfect modern fairy tale.  Review here: youtu.be/vww67yzM9qM,0.31
239,Darragh Walsh,2022/10/16,4.5,"Needed to detox after watching Terrifier 😂  This was just what the doctor ordered. I had seen this pop up on my feed a few times and noticed that it had a 4.6 rating with over 100k reviews. It's well deserved; this is a real treat with stunning animation, music and voice acting. The creator is a co-writer of Guillermo del Toro's upcoming Pinocchio which is currently getting rave reviews. Looking forward to that even more now.",0.19
240,brynn helena,2022/02/19,5.0,this show makes me feel so warm and happy. i truly cannot fully put into words the emotions it brings up in me. but i love it more every time i watch it ❤️❤️,0.31
241,Chris,2017/07/30,5.0,"So my one-year old daughter was in the room while this was on. Can't wait for the day when she tells me of her nightmares full of pumpkin-headed beings, talking horses, and singing frogs.",0.31
243,Matt Draper,2023/11/04,5.0,Didn’t have time to rewatch this until after Halloween. Ain’t that just the way?,0.31
244,cam,2023/09/30,4.5,this is just pumpkin spice adventure time. it’s so cozy and cute,0.19
245,ClockworkKing,2023/09/16,4.5,"Over The Garden Wall is an animated tv miniseries that hit on Cartoon Network almost 10 years ago. As a child I used to watch a lot of Cartoon Network like shows such as Adventure Time, Regular Show, and Amazing World of Gumball. In the animated community one of the most talked about fan service is the 10 episode show Over The Garden Wall. This is also one of the highest rated content on Letterboxd. This 10 episode show has…",0.19
246,jaime ⁎⁺˳✧༚,2023/04/01,5.0,Jason Funderberker es ahora mi nombre favorito.,0.31
247,kamy <3,2022/10/24,5.0,it’s not really fall until you see greg and wirt sing through the unknown with dr cucumber,0.31
249,funderburker,2022/09/15,5.0,"""You'll be no good to your brother dead."" ""I was never any good to him alive, either.""",0.31
250,Clobby,2022/01/15,4.0,"""The epilogue provides us with our happy endings, but it also shows that, just as these characters were a part of Wirt and Greg's story, Wirt and Greg were a part of theirs and that even when we return to reality, these stories shape that reality and will always have their place."" — Grace Lee  Source: youtu.be/CX0wLwNq3hA",0.69
251,Deniz,2021/11/28,4.5,Why was the beast kinda scary tho,0.19
252,stella,2021/10/27,4.0,jason funderbaker is literally wes anderson,0.69
253,logan,2021/09/21,5.0,think i might make this my whole personality,0.31
254,zac.blonded,2021/05/05,5.0,"Every frame, A PAINTING",0.31
256,Libby Caldwell,2022/05/18,4.5,Films Watched in 2022 - Film 391 My Top 100   So close to being perfect. One of the episodes feels slightly filler-y to me which holds it back but I still absolutely love it. Genuinely iconic character design in that it’s instantly recognisable and recreate-able.,0.19
257,Peter Burt,2021/10/07,4.5,"Over the Garden Wall captures Autumn better than anything else. There's the visuals, of course, which dazzle in a colour palette of browns, blacks, and oranges. And featuring pumpkins, dead leaves, apples, roast turkeys, and all things Fall among its imagery. It’s also in the mood. The atmosphere. It’s calming and folksy, charming and quirky. But it’s also cold, creepy, moody, and clammy. In the same way Winter is around the corner of Autumn, there is a sinister energy on…",0.19
258,\milo,2020/11/16,5.0,"""How the gentle wind beckons through the leaves as autumn colors fall.”  When I review movies and series here on Letterboxd I normally try to throw in a joke or two to my reviews but for this series, I can’t even try to show my love for this series with jokes as this is my comfort show, this is one of the greatest pieces of art ever made.  The wind whistles in the woods as two young brothers try to…",0.31
259,zac.blonded,2020/02/01,5.0,So I found out my girlfriend had only seen two episodes so I sat her down to finish it aaannnddd she fell asleep halfway through 🙄,0.31
260,sage,2023/11/17,5.0,"watched with my little brother :,) he said he’d name the frog “minecraft.” i’d name it “sir bartholomew the third” personally but hey to each their own",0.31
262,Vinny Simms,2022/10/16,4.5,how did this get greenlit lmao,0.19
263,Clark Abraham,2022/06/17,4.5,"I've long raise my eyebrows at Over the Garden Wall's ridiculously high Letterbox rating. But yeah, I can now confirm that it is completely warranted. This thing is a pure beauty.   Adventure Time creator Patrick McHale brings his signature animation to this gorgeous work of art, of which Elijah Wood, Christopher Lloyd, and Tim Curry all provide voices for. It should please all ages. The show covers a vast range of themes that give it this timeless fairy tale charm.…",0.19
264,brynn helena,2021/10/13,5.0,"i bet mike flanagan thinks he made the best kid centric spooky series ever.... but alas, nate cash is responsible 😌",0.31
266,Nun4Hire,2020/11/08,4.0,"Give Jason Funderberker curly hair and a colorful sweatshirt and that's literally every ""cute"" and popular guy at my school.",0.69
267,Noah Kern,2020/11/07,4.0,"Over the Garden Wall is one of the most lovely things I’ve ever watched. It’s the perfect Fall show. I wouldn’t be surprised if it becomes annual tradition that I watch this, because it’s super short and so enjoyable. It’s absolutely stunning in it’s visuals, and while I was less interested in some episodes than others, I was always on board with what was going on. Also, I can’t say I was totally emotionally invested in all the little subplots.…",0.69
268,Blankments,2019/10/31,4.5,The perfect way to spend Halloween. A warm coming-of-age story with genuine atmosphere and gorgeous animation; remains absolutely marvelous.,0.19
269,Jackson,2023/05/09,5.0,"Absolutely incredible and extremely entertaining. Elijah Wood is amazing in anything he’s in; especially here. One of the best pieces of media ever, let alone Cartoon Network produced media. Funny, scary, and brilliant.",0.31
270,Bethan 💀,2021/01/26,5.0,I sing Potatoes and Molasses nearly every day.,0.31
271,Scout Tafoya,2014/11/07,4.5,"169/200  It's a mini-series (the first ever animated mini-series, I heard someone say? Can't prove that but that's fucking cool) so I'm claiming it. If Mildred Pierce counts and it does, so does this.   Staggeringly beautiful, an absolutely perfect inhabiting of Americana, folklore, storybook logic and American classical music. One of the most lovingly crafted animated worlds ever. McHale had already flashed his bonafides like a badge on Adventure Time and Misadventures of Flapjack, but this is pretty next level.…",0.19
